JobName,jobid,pgid,ImagePath,tfName,Quantity1,Quantity2,Quantity3,Shape,ColorLine,catName,page_Name,page_Scale,page_Width,page_Height,page_Scale1,page_Scale2,page_UID,Position,Quantity,FlipX,FlipY,ZoomFac,ScaleStyle,IsCustomScale
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x333333312E36313B323031392E3230383B333139342E3837323B323031392E3230383B333139342E3837323B323035392E3230383B333039382E3837323B323035392E3230383B333039382E3837323B323233382E3932383B333333312E36313B323233382E3932380A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x333333302E3630363B313430362E3639353B333333302E3630363B313139332E3738323B323937372E3638373B313139332E3738323B323937372E3638373B313239382E3536353B333130342E3638373B313239382E3536353B333130342E3638373B313430362E3639350A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323738322E3332333B313139342E3131373B323738322E3332333B313237312E3337383B323834362E3332333B313237312E3337383B323834362E3332333B313335372E3337383B323738322E3332333B313335372E3337383B323738322E3332333B313430362E3337383B323434332E3133363B313430362E3337383B323434332E3133363B313139342E3131370A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323237362E3839333B313439332E343B323237362E3839333B313639332E3539313B323337342E3839333B313639332E3539313B323337342E3839333B313732312E3537343B323438382E3839333B313732312E3537343B323438382E3839333B313530382E3537343B323435392E3839333B313530382E3537343B323435392E3839333B313439332E340A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438392E3636393B313530372E3531363B323631332E39383B313530372E3531363B323631332E39383B313438332E3531363B323831332E39383B313438332E3531363B323831332E39383B313731312E3531363B323630392E39383B313731312E3531363B323630392E39383B313637332E3531363B323438392E3636393B313637332E3531360A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Garage,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3732382E3635353B313538362E363B3439392E3132373B313538362E363B3439392E3132373B313439332E3139393B3732382E3635353B313439332E3139390A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,FOH,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438392E3636393B313530372E3531363B323631332E39383B313530372E3531363B323631332E39383B313438332E3531363B323831332E39383B313438332E3531363B323831332E39383B313731312E3531363B323630392E39383B313731312E3531363B323630392E39383B313637332E3531363B323438392E3636393B313637332E3531360A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,FOH,11,0,0,-1,0,000 GSF,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x313239342E3636383B313731382E30313B313138322E3834373B313731382E30313B313138322E3834373B313439332E3230343B313239342E3636383B313439332E3230340A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,SF-16 Entry,23,5,0,3,0,08.43 Storefront,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323534392E3136343B313530352E3439310A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,SF-16 Entry,23,5,0,3,0,08.43 Storefront,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323534392E3136343B313637302E38340A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Louvers L-2,23,5,0,3,0,08 Louvers,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323430322E3432333B313530312E3135330A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Louvers L-2,23,5,0,3,0,08 Louvers,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323234372E3339313B313439392E3939360A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Louvers L-1,23,5,0,3,0,08 Louvers,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323435312E3539343B313331342E3838330A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3531362E3239323B313538322E3632323B3732352E3239323B313538322E3632323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3732352E3239323B313538322E3632323B3732352E3239323B313530392E3632323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3531352E38313B323030352E3837363B3632322E38313B323030352E3837363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3632322E38313B323030352E3837363B3632322E38313B323034342E3837363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3632322E38313B323034342E3837363B3639362E38313B323034342E3837363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1600,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x3639362E38313B323034342E3837363B3639362E38313B323232312E3837363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1504,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x313138362E3834363B313530382E3836363B313138362E3834363B313731352E3836363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1504,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x313138362E3834363B313731352E3836363B313239312E3834363B313731352E3836363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1504,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x313239312E3834363B313731352E3836363B313239312E3834363B313530372E3836363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1408,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323238302E3336343B313530382E3637333B323238302E3336343B313638392E3637333B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1408,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323238302E3336343B313638392E3637333B323337332E3336343B313638392E3637333B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1408,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323338352E3036393B313731382E3038323B323438362E3036393B313731382E3038323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1408,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438362E3036393B313731382E3038323B323438362E3036393B313531312E3038323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1408,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438362E3937373B313530332E3536333B323436302E3937373B313530332E3536333B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438372E3934313B313530342E3532373B323630372E3934313B313530342E3532373B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323438382E3930363B313636372E3934383B323630382E3930363B313636372E3934383B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323937392E3536383B313230392E3138323B323937392E3536383B313239352E3138323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x323937392E3536383B313239352E3138323B333130302E3536383B313239352E3138323B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x333130382E3532313B313230372E3937363B333130382E3532313B313339312E3937363B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1400,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x333134302E3635383B313430312E3230353B333237392E3635383B313430312E3230353B300A,0,0,0,0.1657407407,1,0
Parcel U Jamaica Plain 4-15-2016 CC,1053,111544,G:\Projects\2016\Precon\16019 Parcel U JAMAICA PLAIN MA (community blders)\00 PROJECT DOCUMENTS\001 MOST CURRENT DWGS\Architectural\Converted\A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0(1).tif,Wall Type C8C 1300,1,3,0,-1,0,04.10 CMU Masonry,A1.00-BASEMENT-GARAGE-FLOOR-PLAN-Rev.0.pdf,0,42,30,0.125,12,111544,0x333130342E3032313B323232312E3834313B333130342E3032313B323036322E3834313B300A,0,0,0,0.1657407407,1,0
